店铺名称,id,店铺图片,店铺电话,一级业态,二级业态,产品服务,店铺评分,人均价格,店铺标签,店铺描述,,,,
玩刻,85039,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/765f2820a4b645e3930e85c09f49b148_806940b1e9454fda99da2771a8ebd328_%E9%BB%98%E8%AE%A4.jpeg,13410377294,休闲娱乐,密室逃脱,"桌游,剧本杀,密室逃脱,电子游戏体验,休闲饮品",3.2,￥33/人,金水万达/蓝堡湾游戏厅人气榜第1名,"玩刻是游戏爱好者的天堂😍。店铺风格超酷炫，装修特色满满，各种游戏元素超吸睛。他家主打各类桌游,剧本杀,密室逃脱,电子游戏体验,休闲饮品，人气单品超多。像超逼真的游戏手柄，手感超棒。还有超可爱的游戏角色玩偶🧸。不管你是资深玩家还是偶尔小玩一下的，都能在这里找到心头好，赶紧来逛逛，把喜欢的带回家吧🛒。 ",,,,
FOS,85040,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b922e89d7d734bdeb76a3373ec7f2d0c_806940b1e9454fda99da2771a8ebd328_%E9%BB%98%E8%AE%A4.jpeg,,购物,运动休闲,"运动服装,运动鞋,运动背包,运动护具,运动配饰",,,,"FOS主打潮流服饰，店铺风格超有个性，装修也很有特色，满满的时尚感。运动服装,运动鞋,运动背包,运动护具,运动配饰超多，总能让人挑花眼。衣服款式新颖独特，质量也超棒。不管你是时尚弄潮儿，还是想找些特别的衣服，来这儿准没错！每次逛都能收获惊喜，赶紧冲！ ",,,,
周六福,85042,https://hyyx-prod.oss-cn-shanghai.aliyuncs.com/yinli/57b290b5-1324-44fa-84b9-7dbbfc7e98bf.jpg,17335720770,购物,珠宝首饰,"黄金首饰,钻石首饰,珠宝镶嵌饰品,翡翠玉石饰品,铂金首饰",3.9,￥327/人,,周六福主打各种精致的珠宝首饰✨，店铺风格时尚大气。装修超有格调，灯光一打，饰品们blingbling的超吸睛。人气单品超多，像经典的项链、手链，设计独特又好看。无论是日常佩戴还是送礼都超合适🎁。他家饰品款式多样，能满足不同年龄段女生的喜好，每次逛都忍不住剁手，集美们一定要去逛逛呀！ ,,,,
中国珠宝,85052,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/4cda18a5578145b6ba73a7a5def8000e_%E9%BB%98%E8%AE%A4logo.png,,购物,珠宝首饰,"钻石饰品,黄金饰品,翡翠饰品,宝石饰品,珠宝定制服务",3.4,￥423/人,,中国珠宝装修简约大气，一进店就超有逛头。主打产品那叫一个丰富，各种美美的珠宝首饰，风格多样，啥款式都有。人气单品超多，像闪耀的项链、精致的手链，戴上瞬间提升气质。不管是日常佩戴还是送人，都超合适。价格也很美丽，适合咱各种爱美的宝子，快来给自己挑几件心仪的珠宝吧💖！ ,,,,
老凤祥&藏宝金,85056,https://hyyx-prod.oss-cn-shanghai.aliyuncs.com/yinli/9cada8eb-26e0-401a-b9fd-eada1d179f43.jpg,,购物,珠宝首饰,"黄金饰品,钻石饰品,珠宝首饰,翡翠饰品,铂金饰品",3.7,￥419/人,收录2年好店,老凤祥&藏宝金的风格超大气，装修精致有质感✨。他家主打各类珠宝首饰，款式超丰富。人气单品更是多到挑花眼，像那些工艺精湛的金饰，设计独特又吸睛😍。不管是日常佩戴还是收藏都超合适，简直是珠宝爱好者的天堂！无论是给自己买还是送亲友，来这准没错，分分钟挑到心仪好物👏。 ,,,,
赫莲娜,85057,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/febf928744664fe2a214f42c221af848_356b4d3535639a5d7d908edb32a72132.jpeg,,购物,化妆品,"护肤品,彩妆,香水,美容护肤服务,美妆咨询服务",4.4,￥290/人,收录2年好店,赫莲娜主打高端护肤，店铺装修超有质感，尽显奢华。黑绷带面霜超火，质地丝滑好推开，抗老效果超棒👍。绿宝瓶精华维稳一绝，肌肤敏感时用它超安心。适合追求高品质护肤、想要改善肌肤问题的宝子们。每次走进赫莲娜门店，都感觉像进入了护肤殿堂，能尽情享受专业又贴心的服务，狠狠种草！ ,,,,
希尚潮品,85058,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/04374fe3389b4055950b5787bbd38b54_eb127187eeea5971dfe6b006cb4fbfcb.jpeg,15936222552,购物,"配饰,杂货","项链,手链,耳环,帽子,围巾",,,,希尚潮品风格超有个性，装修独特，一进去就被吸引。他家主打各种时尚潮流单品，从酷炫配饰到个性服装，啥都有。人气单品更是多到挑花眼，时尚又百搭。不管你是潮流达人还是想偶尔时髦一下，来这都能找到心头好，赶紧冲！ ,,,,
智己,85060,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/3aa9639ce5a44338a806a0dca87b86bc_%E9%BB%98%E8%AE%A4logo.png,,购物,汽车销售,"汽车整车销售,汽车售后服务,汽车配件销售",3.5,￥219900/人,收录2年好店,智己呀主打超酷的新能源汽车，门店风格简约又科技感满满。一进去，各种时尚酷炫的车型就超吸睛。人气单品那颜值和性能都绝绝子！内饰精致，智能配置超厉害。适合追求个性、热爱科技的小伙伴。试驾体验超棒，感觉自己瞬间变身汽车达人，驾驶着它在路上超拉风，真的会狠狠心动💓 赶紧冲！ ,,,,
科颜氏,85061,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/296edcb869214d5e84d86c39900c0b7b_cab7a584c007556cdc2a58f6823583e5.jpeg,0371-65053276,购物,化妆品,"护肤产品,护发产品,美妆产品,身体护理产品,男士护肤产品",3.5,￥850/人,,科颜氏家的店铺风格简约又大气，一整个爱住！他家的装修超有特色，木质元素搭配暖色调灯光，氛围感拉满✨ 主打产品都是护肤界的明星，像高保湿霜、第三代A醇精华，好用到哭！人气单品金盏花水，湿敷一绝，舒缓肌肤超棒👍 无论是学生党还是上班族，都能在这里找到适合自己的宝贝，赶紧冲！ ,,,,
LOOWO,85064,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/d4bfd3325bdf4fa4b7c1e276455eaea7_%E9%BB%98%E8%AE%A4logo.png,18317692012,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装定制（如有）",,,, LOOWO风格超独特，装修超有个性，一进去就感觉像走进了时尚艺术空间。主打产品超有设计感，每一件都长在我的审美点上。人气单品更是绝绝子，像[具体人气单品]，上身超吸睛。不管是时尚弄潮儿还是追求个性的宝子，都能在这里找到心头好，赶紧冲！ ,,,,
BALABALA综合店,85065,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/1c489693f5134d4ab6601fb218533732_BALABALA.jpeg,15516158202,购物,"儿童用品,儿童服装","儿童服装,儿童鞋,儿童配饰,儿童玩具,儿童家居用品",3.5,￥164/人,,BALABALA综合店简直是童装界的宝藏地✨ 店铺风格超可爱，装修童趣满满，一进去就像走进了梦幻王国。他家主打各种时尚童装👚 款式超多，品质也超棒。人气单品更是数不过来，每一款都萌到心巴上。不管是日常出街还是参加活动，在这里都能给宝贝挑到合适又好看的衣服，宝妈宝爸们别错过啦😘 ,,,,
ANTA KIDS ,85068,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ad55e5c1f1cc49749011d668d8f16ca4_ANTA%20KIDS%20.jpeg,,购物,儿童服装,"儿童运动鞋,儿童运动服装,儿童运动背包,儿童运动配件",3.5,￥388/人,,ANTA KIDS店铺风格活力满满，装修超吸睛✨。主打产品涵盖各种时尚运动装备，从舒适运动鞋到酷炫运动服饰，款式多多。人气单品更是一抓一大把，比如经典的儿童篮球鞋，轻便又耐穿。不管是爱运动的小宝贝，还是日常追求舒适穿搭的萌娃都超适合。来这，给咱家宝贝挑一身超赞的装备吧🛍️。 ,,,,
SUPIN,85073,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/72774e290d934c148f8b17545ef79d46_SUPIN.jpeg,,购物,女装,"女装,上衣,裤子,裙子,配饰",3.8,￥600/人,,SUPIN风格独特，装修超吸睛。主打产品超赞，好多人都爱。人气单品更是一绝，每次去都能看到大家疯狂选购。不管你是时尚弄潮儿，还是想找独特穿搭，这里都能满足。衣服款式多样，质量也棒。店员超热情，购物体验超奈斯，快来 SUPIN 开启你的时尚之旅吧！ ,,,,
HPLY,85075,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/56f1d03723ca4d5c821999dcf4fed5d6_%E9%BB%98%E8%AE%A4logo.png,,购物,女装,"女装,上衣,裤子,裙子,外套",3.3,￥1500/人,,HPLY的衣服超有范儿😎。店铺风格简约时尚，装修精致。主打产品是各类高品质美衣，设计感十足。人气单品超多，比如修身的连衣裙，凸显身材又优雅。还有帅气的小西装，职场、出街都能轻松hold住。适合追求时尚、注重品质的姐妹们👩，穿上它，你就是街头最靓的崽，赶紧冲！ ,,,,
GOTO,85088,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/4b19a0bfa3934d958dcd2e7830c2a6fb_%E9%BB%98%E8%AE%A4logo.png,17134634444,购物,"鞋履,箱包","鞋子,箱包",4.4,￥124/人,,GOTO店铺风格超有个性，装修独特又吸睛。主打产品超赞，颜值高还实用。人气单品更是让人爱不释手，像他家的收纳盒，设计巧妙，能轻松帮咱整理杂物。不管你是租房党想好好收拾小窝，还是精致生活家追求品质收纳，GOTO都超适合，赶紧冲！ ,,,,
IDPAN,85092,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/94a740da391b411fb8e778e3dc713ac7_%E9%BB%98%E8%AE%A4logo.png,18237188708,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装搭配服务",,,,IDPAN风格简约又时尚，装修超有格调，一进店就爱了😍。主打各种高品质服装，剪裁精致，面料舒适。人气单品超多，像简约风连衣裙，穿上气质up！职场丽人能在这里挑到合适的通勤装，追求时尚的姐妹也能找到心仪的潮流款。每次来都忍不住剁手，真的太好逛啦🛍️！ ,,,,
JUST.FOTO,85095,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/36a1557313ee4308a1d7cffbf0569e7d_%E9%BB%98%E8%AE%A4logo.png,13460319631,休闲娱乐,摄影服务,"摄影服务,照片冲洗,照片定制,相册制作,摄影培训",3.9,￥72/人,,JUST.FOTO风格超多样，能满足各种喜好！装修精致有格调，随手一拍就是大片。人气单品必须是定制写真呀👏 从妆发到服装，都能根据你的想法来。拍出来的照片超有质感，真实又好看。不管是日常纪念还是特殊时刻，来这拍照都超合适，爱拍照的宝子一定别错过！ ,,,,
小布,85096,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/60a672217b9a4af8b007d2acac588edc_%E9%BB%98%E8%AE%A4logo.png,,休闲娱乐,其他休闲娱乐,"桌游,剧本杀,密室逃脱,狼人杀,休闲饮品",,,,"小布店内风格独特，装修超吸睛✨，一进去就被氛围感包围。他家主打桌游,剧本杀,密室逃脱,狼人杀,休闲饮品超赞，快来小布，一起放松吧！ ",,,,
DIAMOND DAZZLE,85099,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ee8f145fd210444d857173a297141691_%E9%BB%98%E8%AE%A4logo.png,15737133235,购物,女装,"女装,时尚服装,服装配饰,购物服务,服装销售",,,,"DIAMOND DAZZLE风格超独特，装修时尚又精致，一进店就被吸引😍。主打女装,时尚服装,服装配饰,购物服务,服装销售超有设计感，闪耀的钻石元素简直绝绝子💎。人气单品更是多到挑花眼，每一件都能让人瞬间变身时髦精。不管是日常出街还是重要场合，在这里都能轻松找到适合的美衣，超适合爱美的姐妹们冲冲冲🛍️！ ",,,,
DistinKidny,85102,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/945c33a5500649a095b9ea4ca667eae7_%E9%BB%98%E8%AE%A4logo.png,,购物,女装,"女装,上衣,裤子,裙子,配饰",,,,DistinKidny风格超独特，装修很有个性，一进去就感觉超吸睛👀。它家主打产品超赞，设计感满满。人气单品更是让人爱不释手😍，好多时尚弄潮儿都爱来这儿逛。不管你是追求个性穿搭的潮人，还是想找独特单品的时尚爱好者，这里都超适合你！快来DistinKidny，让自己成为人群中的焦点吧👏。 ,,,,
苗,85105,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/d86c2f92f6fd4175a1b27a93383a2980_%E9%BB%98%E8%AE%A4logo.png,13903834068,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装搭配服务",,,,苗主打民族风服饰，店铺风格独特，装修充满浓郁的民族风情🎊。人气单品超多，像色彩斑斓的刺绣裙，穿上它瞬间变身少数民族姑娘👗。衣服细节满满，质感超棒👍。很适合喜欢个性穿搭、追求独特风格的宝子们~逛一圈仿佛穿越到了神秘的民族世界，快来感受这份独特魅力吧😘！ ,,,,
VIVO,85114,https://i1.mallcoo.cn/sp_mall/66u2r828-e140-4f2c-a76d-7f2e9254d19c_0.jpg,19137610257,购物,"家电,数码","手机,平板电脑,智能手表,耳机,充电器",4.7,￥5707/人,收录2年好店,VIVO手机款式超多，颜值超高，拿在手上超有面儿😎。门店装修简约大气，风格超酷。工作人员超热情专业，会耐心给咱介绍各种机型的亮点。像 vivo X 系列，拍照超清晰，色彩还原度绝绝子📷。不管是追求时尚的年轻人，还是实用至上的长辈，都能在 VIVO 找到适合自己的心头好，快冲呀！ ,,,,
CHUCHUNA,85118,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/bc39dcfc5c13474b9f9e1d1fb09804e4_%E9%BB%98%E8%AE%A4logo.png,,购物,儿童用品,"儿童服装,儿童玩具,儿童鞋类,儿童配饰,母婴用品",,,,CHUCHUNA风格独特，装修超有个性，一进去就爱住了😍。主打产品超吸睛，各种时尚单品让人挑花眼。人气单品更是绝绝子，穿上瞬间变潮人。无论是日常出街还是参加聚会，在这里都能挑到合适的穿搭。很适合追求时尚、个性的宝子们，赶紧冲去逛逛，说不定能挖到宝哦🛍️。 ,,,,
万益蓝,85120,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/fda0df792e72456ba757780867eed342_%E9%BB%98%E8%AE%A4logo.png,15038370501,购物,"配饰,杂货","项链,手链,耳环,戒指,钥匙扣",3.5,￥927/人,,万益蓝的店铺风格超有个性，装修特色满满，一进去就感觉超酷😎。主打产品很有特色，人气单品更是让人爱不释手🤩。好多人都说在这能找到独特的好物。无论是追求时尚的潮人，还是喜欢挖掘小众宝藏的小伙伴，万益蓝都超适合！快去逛逛，说不定能淘到你的心头好🎁！ ,,,,
犀洋中古仓,85127,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/796b346dfc384f60ba0f66eb701c34d1_%E7%8A%80%E6%B4%8B%E4%B8%AD%E5%8F%A4%E4%BB%93.jpeg,,购物,"配饰销售,二手交易","中古配饰,中古杂货",,,,犀洋中古仓主打各种中古好物，从包包到饰品，每一件都超有韵味。装修风格超有格调，满满复古氛围，拍照超好看📸。人气单品超多，像经典款中古包，成色超赞，价格还美丽。适合爱中古、追求独特时尚的宝子们。在这里，能轻松get到心仪的宝藏单品，快来开启你的中古寻宝之旅吧😉！ ,,,,
COVER蔻弗,85129,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c3f1a5731ffa4869bb187e751bf7a9fc_%E9%BB%98%E8%AE%A4logo.png,,购物,女装,"女装,连衣裙,上衣,裤子,外套",4.2,￥528/人,,COVER蔻弗主打各种时尚包包，风格多样，从简约大气到甜美可爱，应有尽有。店铺装修超有格调，陈列精致，让人一进去就挪不动脚。人气单品超多，比如经典的腋下包，质感超棒，背起来超显气质。不管是学生党还是上班族，都能在这里挑到心仪的包包，背上它瞬间提升时尚度，种草种草！ ,,,,
SUPIN LIFE,85130,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/846796f9870e4cadbfb5c8e4a3437b67_%E9%BB%98%E8%AE%A4logo.png,,购物,运动休闲,"运动休闲服装,运动鞋,运动背包,运动护具,运动配饰",3.8,￥600/人,,SUPIN LIFE风格超独特，装修超有特色，一进去就爱住了😍。主打产品超丰富，总能挑到心仪的。人气单品更是绝绝子👏，好多人都抢着买。不管你是时尚弄潮儿，还是追求品质生活的小可爱，都能在这里找到心头好。真的太好逛啦，赶紧冲，别错过这个宝藏店铺~ ,,,,
中国福利彩票,85131,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/0378e23f83524555b9e5cc6ebafd084d_63y37180-14c1-4451-baa7-8e386b63d8d7_0.png,,休闲娱乐,彩票销售,"彩票销售,彩票兑奖服务,彩票资讯服务",2.8,￥12/人,收录2年好店,中国福利彩票店充满了惊喜与期待😜。店铺风格简洁明了，装修也很有特色。主打产品就是各种彩票啦，玩法多样。人气超旺🔥，好多人都会来这儿试试手气。不管是想碰碰运气的小伙伴，还是单纯支持公益的爱心人士，都超适合来这儿哟！说不定哪天幸运就降临啦🎉！ ,,,,
